loss,accuracy,val_loss,val_accuracy
4.158570289611816,0.12106800079345703,3.1471481323242188,0.3507119119167328
3.145054578781128,0.29628098011016846,2.2519710063934326,0.5425483584403992
2.5985941886901855,0.4019671380519867,1.8344873189926147,0.6228891611099243
2.285221815109253,0.4683784246444702,1.6032140254974365,0.669546365737915
2.072634220123291,0.5145766139030457,1.4589240550994873,0.6972998976707458
1.9150326251983643,0.5514509081840515,1.3496298789978027,0.721892774105072
1.8027900457382202,0.5767436027526855,1.2731772661209106,0.7409470081329346
1.7061632871627808,0.599981963634491,1.2501198053359985,0.7407363057136536
1.6188362836837769,0.6232277750968933,1.1523091793060303,0.7657806873321533
1.5448222160339355,0.6400620341300964,1.0954480171203613,0.7775503396987915
1.4845730066299438,0.6546085476875305,1.0426093339920044,0.788386881351471
1.4282993078231812,0.6694485545158386,1.002272605895996,0.7978085875511169
1.3770277500152588,0.6835209727287292,0.9904987812042236,0.7998254299163818
1.3365628719329834,0.6922052502632141,0.9457581043243408,0.8095180988311768
1.2961007356643677,0.7030041217803955,0.91679447889328,0.8171036243438721
1.2576826810836792,0.7108079195022583,0.9095540046691895,0.8174046277999878
1.22775399684906,0.7196577191352844,0.8749515414237976,0.8218596577644348
1.2005091905593872,0.7269573211669922,0.8733953833580017,0.8239667415618896
1.1736844778060913,0.7320595383644104,0.8423577547073364,0.8330875039100647
1.1424362659454346,0.7411201000213623,0.8252434730529785,0.8350741863250732
1.1206085681915283,0.7445290684700012,0.8433768153190613,0.8282712697982788
1.1012300252914429,0.7497140169143677,0.8186588883399963,0.8360073566436768
1.0854260921478271,0.7536949515342712,0.792996346950531,0.8401011228561401
1.0610228776931763,0.7588573694229126,0.7801777124404907,0.8436530828475952
1.047627568244934,0.7634403109550476,0.7704963088035583,0.8461816310882568
1.025953769683838,0.767488956451416,0.7464762926101685,0.8501850962638855
1.014830231666565,0.7705141305923462,0.7487901449203491,0.8502452969551086
0.9961980581283569,0.7753077745437622,0.7402927875518799,0.851750373840332
0.9827039241790771,0.7772643566131592,0.7282544374465942,0.855031430721283
0.9708327054977417,0.7804701924324036,0.7245036363601685,0.8553926944732666
0.9538984894752502,0.7838866710662842,0.7233437299728394,0.851118266582489
0.9440820217132568,0.7870849967002869,0.6985610127449036,0.8587640523910522
0.9299191236495972,0.7892597913742065,0.6995913982391357,0.8564161062240601
0.9237740635871887,0.7913292646408081,0.6876578330993652,0.8606604337692261
0.9094255566596985,0.7945652008056641,0.6759629845619202,0.8628879189491272
0.8940630555152893,0.7977032661437988,0.6699295043945312,0.8627374172210693
0.8860964179039001,0.7999383211135864,0.6758941411972046,0.8615634441375732
0.8771577477455139,0.8015035390853882,0.6566823720932007,0.8661990761756897
0.8667978644371033,0.8039267063140869,0.6490972638130188,0.8670419454574585
0.8526822924613953,0.8060112595558167,0.6501920819282532,0.8681255578994751
0.8465185165405273,0.8082914352416992,0.6499646902084351,0.8655368685722351
0.8385982513427734,0.8091418147087097,0.6433113217353821,0.8685771226882935
0.8314478993415833,0.81214439868927,0.6390993595123291,0.8672526478767395
0.8224238753318787,0.8127464652061462,0.6338071823120117,0.8698112368583679
0.813869059085846,0.8148686289787292,0.6183969974517822,0.8738749623298645
0.8122063875198364,0.8149212598800659,0.6397944688796997,0.8651154637336731
0.7971596717834473,0.8190301060676575,0.6358838677406311,0.8678847551345825
0.792356550693512,0.8186914920806885,0.632735550403595,0.8672526478767395
0.7847549915313721,0.8206179738044739,0.6098152995109558,0.8732127547264099
